study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430575	ERS15425690	ERX10846883	ERR11439576	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN322_GRG059_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	2135897	118345248	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:111-23350	ena-RUN-TAB-15-05-2023-12:25:42:111-23351	66589699	23512d03da5a3132a05f44bf9ca71f7d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/076/ERR11439576/ERR11439576.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/076/ERR11439576/ERR11439576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/076/ERR11439576/ERR11439576.fastq.gz	105513248;5680848	6b261f261809c8dbbb5535d8428ee441;a579bb957f94c32f13fdfa6f171b197a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439576/GLN322_GRG059_IM.bam.bai	BAM;BAI						GLN322		GLN322		2023-05-15
PRJEB61818	ERP146900	SAMEA113430576	ERS15425691	ERX10846887	ERR11439580	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN325_GRG080_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	11282560	652780710	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:112-23358	ena-RUN-TAB-15-05-2023-12:25:42:112-23359	303186091	eb6d8c3c58cf6a9f498db8e0a4746294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/080/ERR11439580/ERR11439580.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/080/ERR11439580/ERR11439580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/080/ERR11439580/ERR11439580.fastq.gz	446755628;5962856	1b09dafcc7127e63483172557a914c65;9aa73ed407a50a4af1b73b9555daa02c	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439580/GLN325_GRG080_IM.bam.bai	BAM;BAI						GLN325		GLN325		2023-05-15
PRJEB61818	ERP146900	SAMEA113430478	ERS15425593	ERX10846599	ERR11439292	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN201_GRG001_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5431029	352852726	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:035-22782	ena-RUN-TAB-15-05-2023-12:25:42:036-22783	198519792	4a423fa545a21c3050833f51994062e6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/092/ERR11439292/ERR11439292.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/092/ERR11439292/ERR11439292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/092/ERR11439292/ERR11439292.fastq.gz	271373276;5995992	ee3e5cfdeaec9538751692bff7ed4048;0e6ef214e1b7e52719f692dccb7ee146	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439292/GLN201_GRG001_YC.bam.bai	BAM;BAI						GLN201		GLN201		2023-05-15
PRJEB61818	ERP146900	SAMEA113430481	ERS15425596	ERX10846606	ERR11439299	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN206_GRG004_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	17453326	1018266960	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:037-22796	ena-RUN-TAB-15-05-2023-12:25:42:037-22797	502534667	cf4c2039ec70449b8ed27d40095b0eb5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439299/ERR11439299.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/099/ERR11439299/ERR11439299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439299/ERR11439299.fastq.gz	794277146;6093200	03991494182ce5bc2509469822052903;66844fee5f82f770c5329927df940c66	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439299/GLN206_GRG004_IM.bam.bai	BAM;BAI						GLN206		GLN206		2023-05-15
PRJEB61818	ERP146900	SAMEA113430481	ERS15425596	ERX10846608	ERR11439301	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN206_GRG004_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13147764	774075134	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:038-22800	ena-RUN-TAB-15-05-2023-12:25:42:038-22801	460081683	8b44f342c858c1fa3e11d415649bb7b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR11439301/ERR11439301.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/001/ERR11439301/ERR11439301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR11439301/ERR11439301.fastq.gz	644054951;6267168	3116369e904eb87897ff4f0004f6aa35;2371fd6219209cf7b7cb13e3df50e7fd	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439301/GLN206_GRG004_TF.bam.bai	BAM;BAI						GLN206		GLN206		2023-05-15
PRJEB61818	ERP146900	SAMEA113430482	ERS15425597	ERX10846610	ERR11439303	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN207A_GRG005_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13456319	769761506	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:038-22804	ena-RUN-TAB-15-05-2023-12:25:42:039-22805	388058272	6c8ee138b85f2b1873b9bb20a43489b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR11439303/ERR11439303.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/003/ERR11439303/ERR11439303.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR11439303/ERR11439303.fastq.gz	629639331;6024688	2f6e76793521ff325a05f11338596e13;0404f9a79f50f3d9a61dc0746fb30129	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439303/GLN207A_GRG005_IM.bam.bai	BAM;BAI						GLN207A		GLN207A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430483	ERS15425598	ERX10846614	ERR11439307	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN207B_GRG006_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	15081077	865788008	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:040-22812	ena-RUN-TAB-15-05-2023-12:25:42:040-22813	414561061	6c18af6393f6e9dd6d243a27ab50ced4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR11439307/ERR11439307.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/007/ERR11439307/ERR11439307.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR11439307/ERR11439307.fastq.gz	663246626;6007120	36c445516695c1e8a95efa1285c84b08;6e50d7afed8e4174841aa763022b3e6d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439307/GLN207B_GRG006_IM.bam.bai	BAM;BAI						GLN207B		GLN207B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430484	ERS15425599	ERX10846619	ERR11439312	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN208_GRG007_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3085359	191788609	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:041-22822	ena-RUN-TAB-15-05-2023-12:25:42:041-22823	116509820	2c7eda9a6efd56951bb08c8b2b6b84d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/012/ERR11439312/ERR11439312.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/012/ERR11439312/ERR11439312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/012/ERR11439312/ERR11439312.fastq.gz	161306819;5864864	dca4ca33c10df51f869d9f6329f8babd;201a8d22f1edcb27f9b302389a923dcf	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439312/GLN208_GRG007_TF.bam.bai	BAM;BAI						GLN208		GLN208		2023-05-15
PRJEB61818	ERP146900	SAMEA113430486	ERS15425601	ERX10846625	ERR11439318	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN210_GRG008_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3231148	213869079	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:043-22834	ena-RUN-TAB-15-05-2023-12:25:42:043-22835	120222752	f80e1b2f96cefe7adc4c760f17ca108c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/018/ERR11439318/ERR11439318.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/018/ERR11439318/ERR11439318.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/018/ERR11439318/ERR11439318.fastq.gz	164702701;5863304	c6fc6cbda0601f1042448d5d206abf48;07416fe2711b4a3c2abc33354d02099a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439318/GLN210_GRG008_YC.bam.bai	BAM;BAI						GLN210		GLN210		2023-05-15
PRJEB61818	ERP146900	SAMEA113430487	ERS15425602	ERX10846626	ERR11439319	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN211A_GRG009_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	12134288	682046364	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:043-22836	ena-RUN-TAB-15-05-2023-12:25:42:043-22837	341737765	bb6a9fa8f1cde2bafb5199c9a7c88977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/019/ERR11439319/ERR11439319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/019/ERR11439319/ERR11439319.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/019/ERR11439319/ERR11439319.fastq.gz	557195658;5971064	38ca43061d9620a6f4e2ebccecd28dca;e7ff2c6d2fb8866b92e040ffa8f86983	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439319/GLN211A_GRG009_IM.bam.bai	BAM;BAI						GLN211A		GLN211A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430478	ERS15425593	ERX10846598	ERR11439291	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN201_GRG001_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	6470347	372360568	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:035-22780	ena-RUN-TAB-15-05-2023-12:25:42:035-22781	210544826	288ca6b712b4f6b7c58d3c86b24e547a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/091/ERR11439291/ERR11439291.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/091/ERR11439291/ERR11439291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/091/ERR11439291/ERR11439291.fastq.gz	292792247;5965072	081b1ec23c6de9191837a94462ceedd0;1cc0fd0ab1465607d6b1439ac5547b07	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439291/GLN201_GRG001_TF.bam.bai	BAM;BAI						GLN201		GLN201		2023-05-15
PRJEB61818	ERP146900	SAMEA113430479	ERS15425594	ERX10846603	ERR11439296	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN202_GRG002_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4358009	267182426	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:036-22790	ena-RUN-TAB-15-05-2023-12:25:42:037-22791	157828337	8f9145805a6de00dc640bfccdc99a7dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/096/ERR11439296/ERR11439296.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/096/ERR11439296/ERR11439296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/096/ERR11439296/ERR11439296.fastq.gz	220142750;5947808	043b36ab4838934fac4f5d364b56974b;8dd1e464b5d5d56f9e658959b8f98dc4	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439296/GLN202_GRG002_YC.bam.bai	BAM;BAI						GLN202		GLN202		2023-05-15
PRJEB61818	ERP146900	SAMEA113430487	ERS15425602	ERX10846628	ERR11439321	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN211A_GRG009_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4095431	250005380	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:043-22840	ena-RUN-TAB-15-05-2023-12:25:42:043-22841	151881301	39eae638dc676c07a068d84d20dd094d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/021/ERR11439321/ERR11439321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/021/ERR11439321/ERR11439321.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/021/ERR11439321/ERR11439321.fastq.gz	211389735;5908040	bdd03f9e852ae162f99061a37e10d00f;640f1c5bb1098e9ae90e70d3c16e1d01	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439321/GLN211A_GRG009_TF.bam.bai	BAM;BAI						GLN211A		GLN211A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430480	ERS15425595	ERX10846604	ERR11439297	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN204_GRG003_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	4253191	231634982	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:037-22792	ena-RUN-TAB-15-05-2023-12:25:42:037-22793	125237013	02bf133f099ed8ccfd25bd96d8532d0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/097/ERR11439297/ERR11439297.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/097/ERR11439297/ERR11439297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/097/ERR11439297/ERR11439297.fastq.gz	195665231;5925072	3998ae6f364b1b56a20420c47e219635;ee5057c67731a47c65cf267596c2f963	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439297/GLN204_GRG003_IM.bam.bai	BAM;BAI						GLN204		GLN204		2023-05-15
PRJEB61818	ERP146900	SAMEA113430491	ERS15425606	ERX10846638	ERR11439331	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN214_GRG013_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	1997605	107640703	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:046-22860	ena-RUN-TAB-15-05-2023-12:25:42:046-22861	60413804	552a472e6998b30651f1547ca0fb65e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/031/ERR11439331/ERR11439331.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/031/ERR11439331/ERR11439331.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/031/ERR11439331/ERR11439331.fastq.gz	96008294;5670056	df81c0fb4176a1e51d69d61c1cedc3d0;996cdaed1fa9fadd47ebf3881854c5c0	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439331/GLN214_GRG013_IM.bam.bai	BAM;BAI						GLN214		GLN214		2023-05-15
